,Parent Company,Child Company,Child Description,split
468,Techstars,Lightwing,"Our funding stage is Pre-Seed. Cloud Cost Optimization with Automated Scheduling and Righsizing of Public Cloud Resources. Located in Bangalore, Karnataka, India, Asia. Involved in the following industries: Cloud Computing, Cloud Management, Cloud Storage, Information Technology, Internet Our current investors include Techstars, Techstars Bangalore Accelerator. Funding amount (USD) so far is 120000.0.",-0.6720305795099109
469,Techstars,Crowdly,"Our funding stage is Seed. Crowdly is a social advocate management platform that helps brands find, rank and engage their advocates on Facebook. Located in Boston, Massachusetts, United States, North America. Involved in the following industries: Apps, Finance, Social Media, Social Media Marketing, Software Our current investors include Beta Fund, David Arcara, Jim Alvarez, Laconia Ventures, LaunchPad Venture Group, Marcia Hooper, New York Angels, Peter Clay, Techstars. Funding amount (USD) so far is 1400000.0.",-1.5328442742813355
470,Techstars,Innapsis,"Our funding stage is Seed. Innapsis helps companies automate the issue and reception of invoices. Located in Bogotá, Distrito Especial, Colombia, South America. Involved in the following industries: B2B, Information Technology, Internet, Software Our current investors include Techstars, Techstars Austin Accelerator. Funding amount (USD) so far is unknown.",1.8252694301331198
472,Techstars,ChintaMoney,"Our funding stage is Pre-Seed. ChintaMoney is a mobile application that enables a person to segregate, save, invest and spend money for different purposes. Located in Bangalore, Karnataka, India, Asia. Involved in the following industries: iOS Our current investors include Techstars, Techstars Bangalore Accelerator. Funding amount (USD) so far is 120000.0.",-0.5220777471255011
473,Techstars,Cloud 66,"Our funding stage is Pre-Seed. Ops tools for Devs. Build, deliver, deploy and manage any applications on any cloud or server. Located in San Francisco, California, United States, North America. Involved in the following industries: Developer Tools, PaaS, SaaS, Software Our current investors include Techstars, Techstars Austin Accelerator. Funding amount (USD) so far is 120000.0.",-0.23235441594630152
474,Techstars,MaxRewards,"Our funding stage is Pre-Seed. The smarter digital wallet Located in Atlanta, Georgia, United States, North America. Involved in the following industries: Consumer Applications, FinTech, Mobile Apps, Personal Finance Our current investors include Techstars, Techstars Atlanta, COX Enterprises Social Impact Accelerator. Funding amount (USD) so far is 120000.0.",-0.8127464265003577
475,Techstars,Coworks,"Our funding stage is Pre-Seed. Coworks is a coworking management software. Located in Raleigh, North Carolina, United States, North America. Involved in the following industries: Coworking, CRM, Software Our current investors include Techstars, Techstars Atlanta, COX Enterprises Social Impact Accelerator. Funding amount (USD) so far is 120000.0.",0.22772370770278647
476,Techstars,StoryXpress,"Our funding stage is Seed. StoryXpress is a cloud-based video creation service that enables its users to create promotional videos. Located in Minneapolis, Minnesota, United States, North America. Involved in the following industries: Advertising, E-Commerce, SaaS, Video, Video Editing Our current investors include Right Side Capital Management, Techstars, Techstars Retail Accelerator. Funding amount (USD) so far is 120000.0.",2.1821630632337383
477,Techstars,Zify,"Our funding stage is Pre-Seed. Zify is an app that facilitates instant and flexible carpool between car-owners and people. Located in Paris, Ile-de-France, France, Europe. Involved in the following industries: Apps, Car Sharing, Mobile, Ride Sharing, Transportation Our current investors include Techstars, Techstars Paris. Funding amount (USD) so far is 110000.0.",0.5606327185934107
479,Techstars,Bloominous,"Our funding stage is Pre-Seed. Bloominous is a tech startup in the wedding floral space.  Located in Los Angeles, California, United States, North America. Involved in the following industries: E-Commerce, Events, Flowers, Wedding Our current investors include Techstars, Techstars Anywhere Accelerator. Funding amount (USD) so far is 120000.0.",-0.9575033898502441
480,Techstars,MartMobi Technologies,"Our funding stage is Pre-Seed. MartMobi is a complete mobile commerce platform that enables eCommerce sites/brands/retailers to have an instant mobile & tablet presence. Located in San Jose, California, United States, North America. Involved in the following industries: E-Commerce, Mobile Our current investors include Techstars. Funding amount (USD) so far is 18000.0.",1.1712619566500777
481,Techstars,Greeneye Technology,"Our funding stage is Pre-Seed. Greeneye's mission is to dramatically reduce chemical usage while increasing productivity and profitability for farmers. Located in Tel Aviv, Tel Aviv, Israel, Asia. Involved in the following industries: Agriculture, AgTech, Artificial Intelligence, Big Data, Farming, Internet of Things, Software Our current investors include Hike Ventures, One Way Ventures, Panache Ventures, Techstars. Funding amount (USD) so far is 1000000.0.",-0.47536244641479813
483,Techstars,Atomos Space,"Our funding stage is Convertible Note. Atomos Space is developing high-powered electric propulsion spacecraft. Located in Denver, Colorado, United States, North America. Involved in the following industries: Aerospace, Logistics, Nuclear, Robotics, Space Travel, Transportation Our current investors include Dylan Taylor, GAN Ventures, Hypergolic LLC, LA Angels LLC, Techstars, Upheaval Investments, XFactor Ventures. Funding amount (USD) so far is 460000.0.",1.1249770028955781
484,Techstars,Quaddra Software,"Our funding stage is Seed. Quaddra Software develops high-performance, scalable, file analytics software. Located in San Jose, California, United States, North America. Involved in the following industries: Cloud Storage, Computer, Software Our current investors include FG Angels, FirstMile Ventures, Tahoma Ventures, Techstars, Techstars Ventures. Funding amount (USD) so far is unknown.",-0.6340043152248016
485,Techstars,KITRO,"Our funding stage is Seed. KITRO is simplifying food waste management for commercial kitchens. Located in Renens, Vaud, Switzerland, Europe. Involved in the following industries: Hardware, Information Technology, Software Our current investors include ACE & Company, LeadX Capital Partners, Techstars. Funding amount (USD) so far is unknown.",1.7253201832503442
486,Techstars,AdmitHub,"Our funding stage is Convertible Note. AdmitHub is a developer of a chatbot platform that increases student engagement, enrollment, and success. Located in Boston, Massachusetts, United States, North America. Involved in the following industries: Artificial Intelligence, Education, Information Services, Machine Learning, Mobile Apps, Natural Language Processing, Virtual Assistant Our current investors include Alumni Ventures Group, Antoine Hatoun, Jere Doyle, NXT Ventures, Raymond Magliozzi, Right Side Capital Management, Sam Hwang, Techstars, Walter Winshall. Funding amount (USD) so far is 728000.0.",1.461451251768923
487,Techstars,Additive Rocket Corporation,"Our funding stage is Pre-Seed. ARC leverages advanced simulation & metal printing to create highly optimized propulsion systems for the space/defense industries. Located in San Diego, California, United States, North America. Involved in the following industries: Aerospace, Manufacturing Our current investors include Contrary, Techstars, Techstars Adelaide Accelerator. Funding amount (USD) so far is 120000.0.",2.2259201203994188
488,Techstars,VanHack,"Our funding stage is Pre-Seed. VanHack is simply the fastest way for companies to hire tech talent. Over 100,000 verified developers from 100+ countries Located in Vancouver, British Columbia, Canada, North America. Involved in the following industries: Internet, Recruiting Our current investors include DMZ, Techstars, Techstars Berlin Accelerator. Funding amount (USD) so far is 120000.0.",1.3415085887455513
489,Techstars,Ecovent,"Our funding stage is Seed. Ecovent provides an application that enables its users to control room temperature remotely. Located in Boston, Massachusetts, United States, North America. Involved in the following industries: Consumer Electronics, Energy Efficiency, Smart Building, Smart Home Our current investors include Stewart Alsop, Techstars, Techstars Boston Accelerator, Tony L. Chen. Funding amount (USD) so far is 605000.0.",-0.5311555422956326
490,Techstars,Thrive Savings,"Our funding stage is Pre-Seed. Mobile App, E-commerce, Fintech, Consumer Located in Denver, Colorado, United States, North America. Involved in the following industries: B2C, E-Commerce, FinTech, Personal Finance Our current investors include DMZ, Techstars, Western Union Accelerator Powered by Techstars. Funding amount (USD) so far is 800000.0.",-0.8233428083388513
491,Techstars,CALT Dynamics,"Our funding stage is Seed. 3D Printing, Hardware, Additive Manufacturing, Consumer Electronics, Commercial Machinery Located in Kilcoole, Wicklow, Ireland, Europe. Involved in the following industries: 3D Printing, 3D Technology, Consumer Electronics, Industrial Manufacturing, Manufacturing, Product Design Our current investors include Connecticut Innovations, Enterprise Ireland, Stanley Ventures, Techstars. Funding amount (USD) so far is 1250000.0.",0.4696169297181482
492,Techstars,Touco Lab,"Our funding stage is Pre-Seed. Touco Lab is a research-driven organization that focuses on behavioral science that leads to positive financial outcomes. Located in London, England, United Kingdom, Europe. Involved in the following industries: E-Commerce, FinTech, Information Technology, Internet Our current investors include Barclays Accelerator, powered by Techstars - London, Techstars. Funding amount (USD) so far is unknown.",1.1724261904843063
493,Techstars,Codementor,"Our funding stage is Seed. Codementor is an online marketplace connecting developers with experts for on-demand 1:1 help via screen sharing, video, and text chat. Located in Mountain View, California, United States, North America. Involved in the following industries: Developer Tools, Education, Information Technology, Internet, Marketplace, Messaging, Video, Web Development Our current investors include Fabrice Grinda, Güimar Vaca Sittic, Techstars, Techstars Ventures, Walking Ventures, Will Ballard. Funding amount (USD) so far is 600000.0.",0.06654170227180602
494,Techstars,Swarm Fund,"Our funding stage is Seed. Swarm Fund is the blockchain for private equity, opening up access to the new digital economy. Located in Palo Alto, California, United States, North America. Involved in the following industries: Blockchain, Crowdfunding, Financial Services, FinTech Our current investors include George Burke, Techstars, Techstars London Accelerator. Funding amount (USD) so far is unknown.",-0.5858150575438903
495,Techstars,Sellar,"Our funding stage is Pre-Seed. Sellar is the new trade ordering experience for breweries selling beer directly to trade customers. Located in London, England, United Kingdom, Europe. Involved in the following industries: Brewing, Craft Beer, Hospitality, Online Portals, Supply Chain Management, Trading Platform, Web Apps Our current investors include METRO Xcel, Techstars. Funding amount (USD) so far is 120000.0.",-1.4609465702569229
496,Techstars,Solid,"Our funding stage is Seed. Solid is a Modern Banking Platform that instantly creates bank accounts & cards for your customers. Located in San Mateo, California, United States, North America. Involved in the following industries: Banking, Financial Services, FinTech, Virtual Currency Our current investors include Abstract Ventures, Backend Capital, Base10 Partners, Inaki Berenguer, Jonathan Weiner, Lawrence Chu, Manu Prasanna, Michael Vaughan, Techstars, The Fund, Two Culture Capital. Funding amount (USD) so far is 5700000.0.",1.7412550075019966
497,Techstars,One Step Software,"Our funding stage is Seed. One Step is a fast growing technology company in the sober living space. Located in Los Angeles, California, United States, North America. Involved in the following industries: Health Care, Real Estate, Rehabilitation, Software, Wellness Our current investors include Anthony Pompliano, Formation Capital, Hustle Fund, Jenny Fielding, Kima Ventures, Palm Drive Capital, Right Side Capital Management, Social Capital, T5 Capital, Techstars, Techstars New York City Accelerator. Funding amount (USD) so far is 1000000.0.",1.8412669312276906
498,Techstars,Accountancy Cloud,"Our funding stage is Pre-Seed. Accountancy Cloud provides the best CFOs and full finance stack for entrepreneurs. Located in London, England, United Kingdom, Europe. Involved in the following industries: Accounting, Business Intelligence, Finance, Financial Services Our current investors include Barclays Accelerator, powered by Techstars - London, Techstars. Funding amount (USD) so far is unknown.",0.8847327700230054
499,Techstars,Messy.fm: Audio for Teams,"Our funding stage is Pre-Seed. Private podcasting software for deskless and distributed workforce communications. Enterprise, SaaS, Audio. Located in Orlando, Florida, United States, North America. Involved in the following industries: Enterprise Software, Podcast, SaaS, Software Our current investors include Comcast NBCUniversal LIFT Labs Accelerator, Powered by Techstars, Randi Zuckerberg, Techstars. Funding amount (USD) so far is unknown.",1.8671857779681031
500,Techstars,Ask Lorem,"Our funding stage is Seed. Instant access to high-quality & affordable freelance talent. (We're hiring!) Located in New York, New York, United States, North America. Involved in the following industries: Digital Marketing, Freelance, Web Design, Web Development Our current investors include Flybridge, Founder Collective, Frederick Townes, Randy Parker, Right Side Capital Management, Techstars, Techstars Boston Accelerator. Funding amount (USD) so far is 1100000.0.",0.6179132099437418
501,Techstars,Cinchy,"Our funding stage is Pre-Seed. Eliminate Integration and double your IT capacity with the Autonomous Data Fabric. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Collaboration, Data Integration, Enterprise Software Our current investors include DMZ, Techstars, Techstars Toronto Accelerator. Funding amount (USD) so far is unknown.",-1.8481044580910782
502,Techstars,Inkblot,"Our funding stage is Pre-Seed. Inkblot is a Canada’s top high-quality, secure and affordable video counselling service. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Health Care Our current investors include DMZ, Techstars, Techstars Toronto Accelerator. Funding amount (USD) so far is unknown.",2.161063548694958
503,Techstars,Audigo,"Our funding stage is Pre-Seed. Audigo’s app, cloud services, and connected devices enable anyone to record, edit, collaborate with, share and live stream professional sounding audio or video content. Located in San Francisco, California, United States, North America. Involved in the following industries: Apps, Audio, Mobile Apps, Software Our current investors include Bolt, Techstars, Techstars Music. Funding amount (USD) so far is unknown.",0.146173749423899
504,Techstars,Paperchain,"Our funding stage is Pre-Seed. A wallet and card funded by your streaming revenues. Every day. Paperchain is a digital wallet infrastructure powering the next generation of creators and creative media. Located in New York, New York, United States, North America. Involved in the following industries: Analytics, Blockchain, Cryptocurrency, Film, Media and Entertainment, Music, Software Our current investors include Alchemist Blockchain Techstars Accelerator, Colleen Theis, Evgeny Gokhberg & Alice Kletskaia, Techstars. Funding amount (USD) so far is 230000.0.",0.45743396724052265
505,Techstars,SpotCrowd,"Our funding stage is Pre-Seed. SpotCrowd developing technology to help make an impact on one of the biggest crimes & safer retail environment tomorrow. Located in New York, New York, United States, North America. Involved in the following industries: Information Technology, Security Our current investors include Matchstick Ventures, Techstars, Techstars Retail Accelerator. Funding amount (USD) so far is unknown.",-2.077577276053552
506,Techstars,Mortar Data,"Our funding stage is Pre-Seed. Mortar Data is a platform for big data processing and analysis that provides a cloud-based service. Located in New York, New York, United States, North America. Involved in the following industries: Big Data, Cloud Computing, Finance, Open Source, PaaS, Software Our current investors include Right Side Capital Management, Techstars, Techstars Boston Accelerator. Funding amount (USD) so far is unknown.",-0.6190638112686219
507,Techstars,SOZIE,"Our funding stage is Seed. Sozie is the leading on-demand community and employee generated content platform for brands and retailers globally. Located in London, England, United Kingdom, Europe. Involved in the following industries: E-Commerce, Retail Technology Our current investors include Matchstick Ventures, Techstars, Techstars Retail Accelerator. Funding amount (USD) so far is 120000.0.",-1.0288047869428112
509,Techstars,Distil Networks,"Our funding stage is Seed. Distil Networks specializes in bot detection and mitigation focused on stopping automated attacks to make the web more secure. Located in Arlington, Virginia, United States, North America. Involved in the following industries: Content, Information Technology, Security, Web Hosting Our current investors include Cloud Power Capital, Dingman Center for Entrepreneurship, ff Venture Capital, IDEA Fund Partners, Techstars, Techstars Ventures. Funding amount (USD) so far is 1800000.0.",-0.32607159157438714
511,Techstars,Brizi,"Our funding stage is Pre-Seed. Brizi lets anyone tap into nearby cameras to capture group memories at iconic places. Located in Toronto, Ontario, Canada, North America. Involved in the following industries: Augmented Reality, Big Data, Digital Media, Marketing, Sponsorship, Sports Our current investors include DMZ, Techstars, Techstars Boston Accelerator. Funding amount (USD) so far is 300000.0.",-0.8854024365551048
512,Techstars,Given Goods,"Our funding stage is Seed. Given Goods is an e-commerce platform selling social impact products. Located in Boulder, Colorado, United States, North America. Involved in the following industries: E-Commerce, Finance, Marketplace, Organic, Organic Food Our current investors include Right Side Capital Management, Techstars, Techstars Boulder Accelerator. Funding amount (USD) so far is 18000.0.",0.9995698804783737
513,Techstars,VidGrid,"Our funding stage is Pre-Seed. VidGrid is an enterprise video platform used to revolutionize communication with interactive videos. Located in Minnesota City, Minnesota, United States, North America. Involved in the following industries: Computer, Software, Video Our current investors include Daren Cotter, Matchstick Ventures, Techstars, Techstars Cloud. Funding amount (USD) so far is unknown.",-1.2280168977375465
516,Techstars,Versor,"Our funding stage is Pre-Seed. Versor develops software necessary for true autonomous drone flight both indoors and outdoors. Located in Oslo, Oslo, Norway, Europe. Involved in the following industries: Industrial Automation, Software Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is unknown.",0.6514123745586989
517,Techstars,Latch,"Our funding stage is Seed. Latch specializes in keyless entry security systems to open and manage every door in an apartment building from a smartphone. Located in New York, New York, United States, North America. Involved in the following industries: Apps, Security, Smart Home, Software Our current investors include Alpaca VC, Ashish Toshniwal, Camber Creek, CEAS Investments, Hammerstone, Jaffray Woodriff, Primary Venture Partners, R/GA Accelerator, Sumit Mehra, Techstars, Third Prime. Funding amount (USD) so far is 5500000.0.",1.032362051586697
518,Techstars,Ampaire,"Our funding stage is Seed. Ampaire is making flying accessible to more people by building electric aircraft that are greener, quieter, and less costly to operate. Located in Hawthorne, California, United States, North America. Involved in the following industries: Aerospace, Air Transportation, Automotive, Energy, Transportation Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is unknown.",0.3873174513209497
519,Techstars,RagnaRock Geo,"Our funding stage is Seed. RagnaRock Geo is an artificial intelligent software intended to interpret seismic data company. Located in Trondheim, Sor-Trondelag, Norway, Europe. Involved in the following industries: Analytics, Artificial Intelligence, Data Visualization, Machine Learning, Software Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is 120000.0.",-0.34635244308964536
520,Techstars,Sensytec,"Our funding stage is Pre-Seed. Sensytec provides cloud based structural health monitoring solutions. Located in Houston, Texas, United States, North America. Involved in the following industries: Construction, Software Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is unknown.",0.5367914256376579
521,Techstars,DeepStream,"Our funding stage is Pre-Seed. The fastest and most user-friendly RFx platform ever made. Located in London, England, United Kingdom, Europe. Involved in the following industries: Procurement, SaaS, Software, Supply Chain Management Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is unknown.",-0.42412008354267267
522,Techstars,SafeEx,"Our funding stage is Pre-Seed. SafeEx is an inspection and maintenance software for the oil and gas industry Located in Nørresundby, Nordjylland, Denmark, Europe. Involved in the following industries: Oil and Gas, Software, Training Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is unknown.",1.0711477909737201
523,Techstars,Interface Fluidics,"Our funding stage is Pre-Seed. Interface Fluidics is an international technology company offering innovative reservoir fluid analysis services. Located in Edmonton, Alberta, Canada, North America. Involved in the following industries: Innovation Management, Nanotechnology, Oil and Gas Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is unknown.",-0.6854113891769574
525,Techstars,RatedPower,"Our funding stage is Seed. RatedPower developed pvDesign app, the leading cloud-based software to design and engineer Solar Power plants. Located in Madrid, Madrid, Spain, Europe. Involved in the following industries: Renewable Energy, Software, Solar Our current investors include Techstars, Techstars Energy Accelerator in Partnership with Statoil. Funding amount (USD) so far is 20000.0.",1.6253960169573252
526,Techstars,Latch,"Our funding stage is Pre-Seed. Latch specializes in keyless entry security systems to open and manage every door in an apartment building from a smartphone. Located in New York, New York, United States, North America. Involved in the following industries: Apps, Security, Smart Home, Software Our current investors include R/GA Accelerator, Techstars. Funding amount (USD) so far is unknown.",0.5082651195084126
527,Techstars,Tellescope,"Our funding stage is Pre-Seed. Tellescope streamlines patient communications, making it easy for businesses to provide more trustworthy and engaging digital healthcare. Located in Boston, Massachusetts, United States, North America. Involved in the following industries: Health Care Our current investors include Techstars. Funding amount (USD) so far is unknown.",-0.3954026194553041
528,Techstars,Pairi,"Our funding stage is Pre-Seed. Building marketplaces doesn't have to be hard. Pairi enables startups to launch online marketplaces that scale with them. Located in Pittsburgh, Pennsylvania, United States, North America. Involved in the following industries: Marketplace Our current investors include Angel Investor, Dorm Room Fund, Techstars, Techstars Chicago. Funding amount (USD) so far is 220000.0.",-0.15829820091899688
530,Techstars,Lightstream,"Our funding stage is Seed. Lightstream is a powerful & intuitive live streaming studio in your browser. No Downloads. No technical wizardry. Located in Chicago, Illinois, United States, North America. Involved in the following industries: Video, Video Games, Video Streaming Our current investors include Right Side Capital Management, Techstars, Techstars Chicago. Funding amount (USD) so far is 1355000.0.",-1.1684073819481273
531,Techstars,Decisive,"Our funding stage is Pre-Seed. Decisive is the easiest way for brands to measure, understand, and benchmark the impact of their social content. Located in New York, New York, United States, North America. Involved in the following industries: Analytics, Content, Predictive Analytics, Social Media Our current investors include Disney Accelerator, Right Side Capital Management, Techstars. Funding amount (USD) so far is 120000.0.",1.8336527093372652
532,Techstars,Hooks,"Our funding stage is Pre-Seed. Hooks is an iOS app that enables its users to stay updated with alerts on various topics they are interested in. Located in Chicago, Illinois, United States, North America. Involved in the following industries: Apps, Internet of Things, Wearables Our current investors include Right Side Capital Management, Techstars, Techstars Chicago. Funding amount (USD) so far is 100000.0.",0.19140341542848774
533,Techstars,Stryd,"Our funding stage is Seed. Strydhe is a running tool to help run injury-free, train effectively, and race. Located in Boulder, Colorado, United States, North America. Involved in the following industries: Consumer Electronics, Fitness, Health Care, Sporting Goods Our current investors include Right Side Capital Management, Techstars, Techstars Boulder Accelerator. Funding amount (USD) so far is 300000.0.",-0.4590785984674472
534,Techstars,Athena,"Our funding stage is Pre-Seed. Fee for Service tech solution to help moms collect unpaid child support Located in New Orleans, Louisiana, United States, North America. Involved in the following industries: Communities, Information Technology, Legal Tech, Software Our current investors include Hustle Fund, Precursor Ventures, Slow Ventures, Techstars, Techstars Austin Accelerator, Techstars Impact Accelerator. Funding amount (USD) so far is unknown.",-0.6737368397112566
535,Techstars,hobbyDB,"Our funding stage is Pre-Seed. hobbyDB is a platform that allows collectors and enthusiasts to research, document, and showcase their prized possessions. Located in Boulder, Colorado, United States, North America. Involved in the following industries: Collectibles, Consumer Software, Internet Our current investors include Right Side Capital Management, Techstars, Techstars Boulder Accelerator. Funding amount (USD) so far is 118000.0.",0.0456827826207707
536,Techstars,Broadlume (formerly AdHawk),"Our funding stage is Pre-Seed. Broadlume is the world’s largest provider of digital technology to the flooring industry. Located in New York, New York, United States, North America. Involved in the following industries: Marketing, Software Our current investors include Right Side Capital Management, Techstars, Techstars Boulder Accelerator. Funding amount (USD) so far is 118000.0.",-0.7941444374204448
537,Techstars,Storytap,"Our funding stage is Pre-Seed. StoryTap is humanizing the online shopping experience with customer video reviews. Located in Vancouver, British Columbia, Canada, North America. Involved in the following industries: Digital Marketing, E-Commerce, Retail Technology, Social Network, Video Our current investors include Right Side Capital Management, Techstars, Techstars Anywhere Accelerator. Funding amount (USD) so far is 120000.0.",0.15619347760113034
538,Techstars,Lynq Technologies,"Our funding stage is Seed. The network for when failure isn’t an option. Located in Brooklyn, New York, United States, North America. Involved in the following industries: Communication Hardware, Consumer Electronics, Hardware, Internet of Things, Location Based Services Our current investors include Right Side Capital Management, Techstars, Techstars Anywhere Accelerator. Funding amount (USD) so far is 120000.0.",-0.3473563869202154
541,Techstars,Plum,"Our funding stage is Seed. The Plum Lightpad is the most advanced WiFi light dimmer available. Located in Austin, Texas, United States, North America. Involved in the following industries: Consumer Electronics, Electronics, Hardware, Internet of Things, Lighting, Mobile, Smart Home, Software Our current investors include Right Side Capital Management, Techstars, Techstars Austin Accelerator. Funding amount (USD) so far is 100000.0.",-1.7433015033102945
542,Techstars,Purple,"Our funding stage is Seed. Purple is a platform built around connecting the public with trustworthy news sources via messaging (Messenger, SMS). Located in New York, New York, United States, North America. Involved in the following industries: Digital Media, Messaging Our current investors include Right Side Capital Management, Techstars, Techstars New York City Accelerator. Funding amount (USD) so far is 100000.0.",0.20144847322255086
543,Techstars,Rocketbook,"Our funding stage is Seed. Rocketbook is a cloud-connected reusable notebook. Located in Boston, Massachusetts, United States, North America. Involved in the following industries: Cloud Computing, Mobile, Software Our current investors include Right Side Capital Management, Techstars, Techstars Boston Accelerator. Funding amount (USD) so far is 100000.0.",1.3886599609773937
544,Techstars,Glidera,"Our funding stage is Seed. Glidera makes digital currency wallets better by providing applications the ability to offer bitcoin buy and sell services. Located in Chicago, Illinois, United States, North America. Involved in the following industries: Bitcoin, Financial Services, FinTech Our current investors include Right Side Capital Management, Techstars, Techstars Chicago. Funding amount (USD) so far is 100000.0.",-0.6879480863737197
545,Techstars,bridge21,"Our funding stage is Seed. bridge21 helps individuals, businesses, and partners use digital currency to make cross-border payments. Located in Denver, Colorado, United States, North America. Involved in the following industries: FinTech, Mobile, Payments, Virtual Currency Our current investors include Right Side Capital Management, Techstars, Techstars Boulder Accelerator. Funding amount (USD) so far is 100000.0.",0.6066123100868306
546,Techstars,Polly,"Our funding stage is Seed. Polly is a survey platform that helps teams to quickly collect feedback. Located in Seattle, Washington, United States, North America. Involved in the following industries: Analytics, Big Data, Messaging, SaaS, Software Our current investors include Right Side Capital Management, Techstars, Techstars Seattle Accelerator. Funding amount (USD) so far is 100000.0.",1.0646309575612014
547,Techstars,It's By U,"Our funding stage is Seed. It's By U is a do-it-yourself arrangement kit with farm-fresh blooms, by subscription. Located in New York, New York, United States, North America. Involved in the following industries: B2C, Consumer Goods, DIY, E-Commerce, Flowers, Home Decor, Retail, Subscription Service, Video, Wedding Our current investors include Clark Valberg, Matchstick Ventures, Right Side Capital Management, Star Power Partners LLC, Target, Techstars, Techstars Retail Accelerator. Funding amount (USD) so far is 323000.0.",0.39090771173521954
549,Techstars,Mavrck,"Our funding stage is Convertible Note. Apifia develops an influencer activation platform for Facebook. Located in Boston, Massachusetts, United States, North America. Involved in the following industries: Advertising, Advertising Platforms, Apps, Brand Marketing, Digital Media, Social Media Marketing, Social Network Our current investors include MassChallenge, Right Side Capital Management, Techstars. Funding amount (USD) so far is 100000.0.",-0.38258240450606734
551,Techstars,Convey,"Our funding stage is Seed. We leverage unique intelligence to transform customer delivery into a competitive advantage for the world’s largest retailers. Located in Austin, Texas, United States, North America. Involved in the following industries: E-Commerce, Logistics, SaaS, Transportation Our current investors include Right Side Capital Management, Techstars, Techstars Austin Accelerator. Funding amount (USD) so far is 100000.0.",-1.2373767191629619
553,Techstars,Well Health,"Our funding stage is Pre-Seed. WELL™ Health is the #1 patient communication hub, connecting providers to patients via text, email, phone, and live chat. Located in Santa Barbara, California, United States, North America. Involved in the following industries: Electronic Health Record (EHR), Enterprise Software, Health Care, Messaging Our current investors include Right Side Capital Management, Techstars. Funding amount (USD) so far is 100000.0.",0.24072319587637445
556,Techstars,Spatial.ai,"Our funding stage is Seed. Spatial supply comprehensive social understanding of location - categorized, quantified, and delivered to power any application or analysis. Located in Cincinnati, Ohio, United States, North America. Involved in the following industries: Analytics, Artificial Intelligence, Automotive, Geospatial, Real Estate, Transportation, Travel Our current investors include Caerus Investment Partners, Connetic Ventures, M25, Right Side Capital Management, Serra Ventures, Service Provider Capital, Techstars, Techstars Mobility Accelerator. Funding amount (USD) so far is 2100000.0.",-0.2879151750249831
557,Techstars,Murfie,"Our funding stage is Pre-Seed. Murfie is an online platform for buying, selling, and trading music collections with remote storage and digital access. Located in Madison, Wisconsin, United States, North America. Involved in the following industries: E-Commerce, Finance, Music Our current investors include Right Side Capital Management, Techstars, Techstars Boston Accelerator. Funding amount (USD) so far is 100000.0.",-0.3702104911213234
558,Techstars,AddStructure,"Our funding stage is Seed. AddStructure offers a white-labeled natural language understanding platform. Located in Chicago, Illinois, United States, North America. Involved in the following industries: E-Commerce, Natural Language Processing, Product Search, Search Engine Our current investors include Right Side Capital Management, Techstars, Techstars Retail Accelerator. Funding amount (USD) so far is 100000.0.",1.6366938573624976
559,Techstars,BlazingDB,"Our funding stage is Pre-Seed. BlazingDB is an elastic SQL data warehouse on GPUs. Run SQL queries over petabyte scale data sets directly from your data lake. Located in Austin, Texas, United States, North America. Involved in the following industries: Analytics, Big Data, Database, Developer Tools, Software Our current investors include Right Side Capital Management, Techstars, Techstars Boulder Accelerator. Funding amount (USD) so far is 118000.0.",0.2501499038698872
560,Techstars,Blueprint Registry,"Our funding stage is Seed. Blueprint Registry is a gifting platform offering users the ability to shop or create a wish list based on the layout of their home. Located in Seattle, Washington, United States, North America. Involved in the following industries: Crowdfunding, E-Commerce, Retail Our current investors include Right Side Capital Management, Techstars, Techstars Retail Accelerator. Funding amount (USD) so far is 100000.0.",-1.2881786342246542
562,Techstars,Revolar,"Our funding stage is Seed. Revolar creates and manufactures wearable tech that helps people keep themselves and their loved ones safe. Located in Denver, Colorado, United States, North America. Involved in the following industries: Consumer Electronics, Electronics, Internet of Things, Wearables Our current investors include Right Side Capital Management, Techstars, Techstars Boulder Accelerator. Funding amount (USD) so far is 100000.0.",0.23371476076816444
563,Techstars,PlayCanvas,"Our funding stage is Seed. PlayCanvas is a cloud-hosted, collaborative platform for building video games. Located in London, England, United Kingdom, Europe. Involved in the following industries: Augmented Reality, Gaming, Online Games, PC Games, Video Games, Virtual Reality Our current investors include Right Side Capital Management, Techstars, Techstars London Accelerator. Funding amount (USD) so far is 120000.0.",-1.411086323907538
